Additional data collected for market,,,,,,,
meta.instanceID,M-q705_cropShareAg,M-q706_cropSP,M-q707_cropAvgSP,M-q708_marketDistance,O-q801_newMgmtUse,uniqueid ,D-q420_cropSeedAmt
uuid:adcdbe84-2b1f-4693-b308-127824aa9e29,20,1420,1200,5,None,5628,0.6
uuid:5b9b6ea5-9c73-4a25-8e4d-ab649420812b,20,1425,1220,5,None,5629,1
uuid:4b89e6ec-a6ed-49a1-9a9d-3d6f5c34924f,20,1430,1200,2,None,5630,1
uuid:937f6e53-2819-403e-be48-6d41d68aa2de,20,1420,1200,2,None,5631,0.6
uuid:d5ab110d-a18b-48e3-b161-21597a571517,20,1420,1210,2,None,5632,0.6
uuid:cb6e70e0-0cc2-41ef-a9ed-03cb6a8155ad,30,1420,1300,2,None,5633,1
uuid:509f9704-42fb-47c9-821c-2eb03dd3f25d,20,1450,1300,2,None,5634,1
uuid:a8f412c9-0cbd-4634-be91-291a7085171f,5,1390,1200,3,None,5635,0.3
uuid:706abc9c-0535-4fa9-b04d-7f2a1cf321f1,10,1420,1220,2,None,5636,0.5
uuid:88bb1c97-05a5-4290-bc83-3805a8ecf80a,20,1440,1230,3,None,5637,1
uuid:44b438a2-8c3c-4597-b27c-44ddcd754e84,20,1420,1200,3,None,5638,0.8
uuid:74b6ae9f-6e0b-413b-9ba5-ec905ffba72b,20,1450,1220,3,None,5639,0.5
uuid:ea3689b1-377b-41e4-b937-d5cf47adaf0c,20,1400,1400,1,None,5640,4
uuid:d8732dde-2998-4e6f-bcff-c56f06b5826e,40,1550,1200,2,VarietyReplacement,5641,3.5
uuid:a445149f-fd5f-4bd5-a0a9-f4634203ad59,0,1500,1200,1,None,5642,12
uuid:7d51cf99-6779-492e-b02b-87df1a1b54b5,80,1400,1500,1,None,5643,5
uuid:76228a44-4f6c-4e6e-8278-bb5ee744a95d,40,1400,1200,1,None,5644,5
uuid:c4a57001-e4a4-43de-aeab-94e9d5d23319,40,1600,1300,1,None,5645,3
uuid:9f762386-fca8-4d85-91e2-70964c4e78a2,0,1700,1400,1,None,5646,3
uuid:f8b1c2c6-f3f5-459d-8a84-ddaeedd9a6db,0,1400,1200,1,None,5647,3
uuid:6b89f88b-c67c-4950-8db5-81eb2a04e9e0,0,1400,1300,1,None,5648,3
uuid:4e85fb16-f6f0-47ee-9df8-c43bdb8e5c1e,50,1700,1300,3,None,5649,8
uuid:db16b825-571d-4c07-9352-644155f9dfa5,40,1600,1400,3,None,5650,3.5
uuid:deca2118-4cbc-4d2b-8f05-215cab82f9ca,40,1700,1200,1,None,5651,8
uuid:9b2d8161-6078-4c0c-a193-583ed51c5e58,0,1700,1400,3,None,5652,3
uuid:70581282-3b1f-4723-9c81-f5cfa14f16df,40,1200,1000,3,VarietyReplacement,5653,2
uuid:3cf9337b-216c-467c-aa14-34e05644583b,0,1400,1200,3,None,5654,3
uuid:489ec6df-da9b-4b91-927b-9fad76a1f6f0,0,1500,1400,3,None,5655,4
uuid:491bff7b-1652-4dd2-a7b5-aadc03dc2ad1,20,1400,1200,1,None,5656,1.5
uuid:29c35fd5-ab02-4c53-a6b7-8f6199c7a942,30,1400,1200,1,None,5657,9
uuid:44a3829c-8178-41a8-b6e0-e1ad3460d27b,30,1300,1200,1,None,5658,4
uuid:1b9b4f91-e399-433c-bcaf-ef5ac1def1db,20,1400,1200,1,None,5659,8
uuid:c09d03ec-df50-41b3-97bc-0d653e2e6f7b,20,1300,1200,1,None,5660,12
uuid:261f34f8-17a8-492c-9e89-ead8fbb5e517,0,1300,1200,1.5,None,5661,6
uuid:569c9713-bb63-4f35-a3fd-bbcd4669b48b,40,1400,1200,1,None,5662,20
uuid:99f9342f-2c33-455c-8832-ed166bd0375a,0,1300,1200,5,None,5663,3
uuid:be8f54c7-e528-441d-90d8-f0769a53be82,0,1300,1200,1,None,5664,16
uuid:a2d589ed-51b7-4420-8e5c-9622e0332547,20,1300,1200,1,None,5665,6
uuid:b22b6ba0-5060-4696-9a2f-149cccdc4b9f,0,1400,1200,1,VarietyReplacement,5666,1.5
uuid:8665e516-22ef-4990-8fd3-64a7d41940ba,0,1300,1200,1,None,5667,4
uuid:f8752c18-c283-4a23-849d-f8352e11bf8d,0,1300,1200,1,None,5668,6
uuid:c7f81f12-2bbc-4589-b98c-251dfbec4f66,30,1300,1200,1,None,5669,5
uuid:622caf96-f341-4b51-a38a-ed3778ec2b57,20,1300,950,10,NutrientManagement,5670,4
uuid:e52f7465-fc0b-4491-a694-4a66ebecc2cd,30,1300,1100,1,NutrientManagement VarietyReplacement,5671,1
uuid:57226962-ed62-4ad7-8186-c985f4f0a06e,20,1300,1050,1,NutrientManagement VarietyReplacement WeedManagement,5672,1.2
uuid:10ba566f-fe7c-40c2-b948-ec9bb37526e8,30,1300,1100,1,VarietyReplacement,5673,1
uuid:bf614c78-2566-4a82-8652-f013f257b620,10,1300,1000,1,VarietyReplacement,5674,1
uuid:b2a55849-1e69-44db-ab96-914dbde9d83e,10,1400,900,11,WeedManagement,5675,1
uuid:bbd59c87-9b0b-4262-b34a-9a386fff0d5c,30,1300,1100,1,NutrientManagement VarietyReplacement,5676,0.4
uuid:5cc3aacb-01e7-4a33-a20a-a5928cac102d,10,1350,950,3.5,VarietyReplacement,5677,1
uuid:d156ad9d-c0cb-408b-ac18-60fe51f83cbe,20,1350,950,3,VarietyReplacement,5678,2
uuid:c917791f-0207-4dfc-a418-4f007cb0cc06,10,1350,950,3.5,VarietyReplacement,5679,1
uuid:292bdf09-e2ff-494e-a47c-76cdaf8f474d,10,1350,950,3,VarietyReplacement,5680,2
uuid:e2d819dd-30ff-4fa3-ac42-fe7c6e8c8222,10,1350,950,2.5,VarietyReplacement,5681,0.5
uuid:59dc2b27-61a8-467d-88db-1771fbe2adb3,10,1350,950,3,VarietyReplacement,5682,0.5
uuid:fa58bcae-7772-4aca-bfba-45afdb3c340f,30,1350,950,3,VarietyReplacement,5683,3.5
uuid:92e2f4e2-8f25-4610-802a-8423d2d181df,50,1600,1400,8,None,5684,1.5
uuid:c74e095a-df9d-45ae-8043-4a4afd6c15f2,50,1500,1400,8,None,5685,3
uuid:cc1778ec-181b-4c10-b20f-7308acd37d13,50,1700,1400,8,None,5686,2
uuid:da35cc25-e854-4f30-8c8d-d3642f6cb01a,40,1500,1250,3,None,5687,3
uuid:6c087b0c-1a2b-42f6-a49e-f5b1116f590f,30,1500,1200,3,None,5688,2
uuid:48e17a06-ead6-4c7a-a278-917b7113287e,50,1500,1200,3,None,5689,3
uuid:4ff84a9d-0d7e-4606-8a10-32013ec2a78e,5,1400,1200,2,None,5690,1.5
uuid:07d15840-c716-43a9-8d5e-bca96b67676a,40,1700,1100,3,NutrientManagement WeedManagement,5691,5
uuid:48c54612-0a90-4b9d-878d-8069c17c588d,40,1700,1200,3,NutrientManagement WeedManagement,5692,3
uuid:1021a459-6961-4936-bdc3-d283fc85f0bd,40,1300,1100,3,NutrientManagement WeedManagement,5693,8
uuid:389141ce-de66-48f1-a4cd-ad014a7ed781,50,1400,1100,3,NutrientManagement WeedManagement,5694,8
uuid:8f18ce3d-a53b-4390-b832-4438ca906c22,40,1600,1100,4,NutrientManagement WeedManagement,5695,8
uuid:768cf07d-bcd9-493d-ba2b-c0207f5f0c89,40,1500,1100,6,NutrientManagement WeedManagement,5696,12
uuid:bfc71d06-052a-461c-b7dd-d545eac9f170,40,1600,1100,6,NutrientManagement WeedManagement,5697,15
uuid:89041568-cd0c-4499-be95-a2fa9d71a947,50,1600,1200,1,None,5698,20
uuid:cd52b010-f93f-4d9d-8876-3e2d4720b681,40,1600,1000,1,None,5699,7
uuid:72e5a7a6-3f22-4f7f-8fc3-dee334e5277e,50,1600,1200,1,None,5700,32
uuid:ce6e1d46-71b0-4a41-9ffc-1f5c9450594f,50,1600,1200,2,None,5701,30
uuid:46588fa4-6ee9-4c4d-9cdd-64e8bd9ce5cb,60,1600,1200,3,None,5702,10
uuid:4f2b1475-1306-4525-a068-e17167354e83,70,1600,1200,2,None,5703,50
uuid:651732ef-40b0-4038-870a-5843a8e7a9a6,70,1600,1200,2,None,5704,18
uuid:ff2a1905-653f-4c09-a956-4a05c63209fa,60,1600,1200,2,NutrientManagement,5705,40
uuid:021debfd-3bd2-4557-a6f8-c57a5a3f3ae9,40,1500,1200,5,None,5706,3
uuid:1fe11ae7-ae4a-45cb-a869-f57359a56f2d,40,1300,1300,5,None,5707,3
uuid:4410bc10-8268-47dc-9f8d-25141ba78d77,40,1200,1100,5,None,5708,3
uuid:5c4217de-dfa2-47e7-aca2-7abef42a5dc8,40,1600,900,1,None,5709,7
uuid:152eb3b5-0363-441a-a4fa-235efa890d94,40,1800,1800,1,None,5710,20
uuid:b557b4fe-0956-44b1-86a7-02054cfaa5c9,20,1300,1250,2,None,5711,3.5
uuid:f6721008-32fd-4707-a4dc-2eaf2e19f549,10,1300,1250,2,None,5712,3
uuid:53d8d199-3c8e-4a69-856c-2969087f0d55,20,1300,1250,1,None,5713,10
uuid:e0a07308-c946-484e-ae19-acb6b693f3ff,20,1400,1250,3,None,5714,5
uuid:f2abaa1d-09a5-42fe-b85c-d2be3aed36af,20,1300,1250,3,None,5715,7.5
uuid:69d74a8d-8e8b-4fff-9bec-9e9a996c741e,30,1250,1200,1,None,5716,5
uuid:41ed3c6f-afd9-4dde-b316-2755a2a16ad7,70,1500,1200,3,None,5717,40
uuid:8fde9312-2eb4-431b-8c17-8df6260bdbda,10,1500,1200,3,None,5718,1
uuid:b272dd83-e4a3-450f-bff7-12e14f3688a3,50,1500,1200,3,None,5719,7
uuid:650dbd32-41eb-427c-b4a2-1c6660c36270,40,1500,1200,3,None,5720,9
uuid:a47f4102-0585-4029-8d50-26bac4aa52fb,30,1500,1200,3,None,5721,7
uuid:579100f2-6428-4309-9f57-9df609776b7d,20,1500,1200,3,None,5722,2
uuid:682d5496-cb0e-4ba0-92d9-31722c40de1a,40,1700,1100,3,None,5723,6
uuid:92f2801b-1936-4b8e-bd0d-7d89c52df940,30,1500,1200,3,None,5724,12
uuid:6a29930d-4804-4ace-b805-e5ddf36e207a,50,1500,1200,3,None,5725,4
uuid:61a53bde-b95e-4fab-aa4e-ee9b55bd248b,50,1500,1300,3,None,5726,15
uuid:fc7206e7-9dcb-4ba4-b670-66a2d06252f7,30,1500,1200,3,None,5727,4
uuid:470fa975-cdd9-4bb2-bad4-d2e9ecbe4d67,20,1700,1400,10,None,5728,15
uuid:b4dd2f80-a83a-4373-8b82-c3dce24babd9,20,1600,1400,10,None,5729,3.5
uuid:4daf9720-0790-4b4f-b757-c1f64f80142a,30,1600,1400,10,None,5730,5
uuid:09887f70-3875-48d2-8bb6-057e540da679,20,1600,1400,10,None,5731,5
uuid:e5d1129a-3bfc-4d44-a9cc-ddb93282180c,30,1600,1400,10,None,5732,10
uuid:9225d06c-a839-4bfc-8a7f-6908bbeb1422,20,1400,1150,1,NutrientManagement,5733,1
uuid:ebba8750-2a40-48a5-8bff-795437131d6d,10,1400,1150,1,None,5734,0.6
uuid:24b1d757-8d01-4668-95f9-b2555f9fe283,10,1400,1200,1,None,5735,0.8
uuid:c45635ff-7465-4eb5-b226-ab06319dd9a6,10,1430,1150,1,None,5736,1
uuid:0d848dc8-66c2-4527-8853-f3264923135f,20,1380,1180,1,None,5737,1
uuid:a09ac21e-123b-435b-9428-a3de2b5460bf,10,1430,1150,2,NutrientManagement,5738,0.6
uuid:be99d6e5-27d8-4031-b60e-f24d46c7e2d8,10,1400,1150,2,None,5739,0.5
uuid:acdbd183-670f-4c03-aa42-e0a904d63a3a,20,1400,1400,2,None,5740,0.5
uuid:9eaebe80-501c-42b4-95fa-86b191ddbdfb,20,1420,1200,2,None,5741,1
uuid:ac67dd87-79ab-4451-997c-533b8fdab598,20,1400,1200,2,None,5742,1
uuid:06bfeecf-c998-47be-b95c-2649eaf9a12d,20,1420,1200,2,None,5743,1
uuid:ccce51fe-62bf-4ee8-90f0-422c19b2c36d,20,1420,1200,3,None,5744,0.6
uuid:827e4b75-ed57-42a1-80eb-fdf38c4ee2d2,20,1420,1200,3,None,5745,1
uuid:4f831b0e-5381-439c-aca4-7d37e29e7486,20,1400,1210,4,None,5746,0.8
uuid:c6a425c4-1997-4ee5-9e3b-e067a4967ca8,10,1420,1200,3,None,5747,0.6
uuid:2f6dd155-ea8c-4ea0-a9f0-8383b602d832,20,1400,1200,3,None,5748,1
uuid:d64aecc5-e88c-41d2-af64-83b4f1b1dca0,20,1420,1208,5,None,5749,1
uuid:bd794e3e-08d4-4878-933b-498ff6661786,10,1400,1240,5,None,5750,0.5
uuid:58d07966-0059-4ca3-a7c7-c41cb4ba4c00,10,1450,1250,5,None,5751,0.6
uuid:4429608b-ae58-48e5-8231-578b9e7de21d,20,1440,1250,5,None,5752,1
uuid:99a03e3e-365b-4830-8af6-0dda2899a503,20,1450,1280,3,None,5753,0.8
uuid:e586df4c-0317-4a68-bca6-9b7418fe8ae8,30,1450,1200,2,None,5754,5
uuid:96ba998e-c2c5-4e7c-8b9a-74003e71a336,30,1400,1300,2,None,5755,10
uuid:7691cc3b-30b5-429d-ac37-bc99e9524958,20,1800,1750,2,None,5756,4.5
uuid:602adcd6-063f-40d1-a46f-a612b5d16e1f,0,1400,1300,1,None,5757,6
uuid:aed069b8-5c7d-4d82-874a-34ec51519328,30,1400,1250,2,WeedManagement,5758,4
uuid:40fbbbf5-690c-4b37-9465-1ecc2910ce37,50,1350,1300,2,None,5759,11
uuid:fb439fe3-6058-43e3-a47f-c8d893339ca8,10,1400,1100,11,None,5760,4
uuid:aa9c0c09-56f4-4673-a6bc-b9d12bf7e759,40,1300,1000,2,None,5761,3
uuid:5bf8292a-3422-4996-a040-3ca43f6c24d6,50,1500,1200,1,None,5762,5
uuid:e78e4c7d-47a3-48e9-a585-34933fd9a9a8,50,1350,1200,2,None,5763,4
uuid:a29dfbda-2d93-4e14-b28f-af097e6f8878,40,1500,1200,1,VarietyReplacement,5764,4
uuid:0f963b35-f803-40ca-ba9f-8b3cb5b93787,30,1550,1250,1,None,5765,8
uuid:db0d0099-aa82-44d5-814f-98fefb430ba2,30,1550,1200,1,None,5766,9
uuid:42ea3d7c-5cbb-46a7-abcc-7f74f2969d5b,30,1500,1200,1,VarietyReplacement,5767,4
uuid:858b3321-ef4b-47a8-85d0-3086525deaf1,0,1300,1200,5,VarietyReplacement,5768,0.5
uuid:a1cb34de-5c15-4580-961c-bc86ec4505ff,40,1300,1200,5,VarietyReplacement,5769,12
uuid:b1f442ad-3d2d-49cb-8e2e-0ac367f833a1,0,1300,1200,5,None,5770,1.25
uuid:6a528896-cbf3-407f-8fd0-b03540f2ad3c,30,1300,1200,5,VarietyReplacement,5771,6
uuid:638c8a4d-d7d9-4422-93c2-be9c64e712e2,30,1300,1200,5,None,5772,5
uuid:f8723b18-d835-449c-8060-1332615c5c2e,0,1300,1200,3,None,5773,1
uuid:b813af77-4df0-4b46-804d-abd076f50808,30,1300,1200,5,VarietyReplacement,5774,3
uuid:c8f7eb41-a73f-435a-90b5-efbe453a6ad5,0,1300,1200,1.5,None,5775,4
uuid:cca11e23-d7ee-47f5-b86b-e198bfe80603,0,1200,1200,2,None,5776,4
uuid:0ae5ad3a-c65a-4a5a-b237-b9feb6e9c93b,0,1200,1100,2,None,5777,8
uuid:6c6f145f-2a72-4e22-a6a8-9bde04ed37f7,0,1200,1000,2,None,5778,10
uuid:c8cd459d-e37d-4b21-adcd-621abffb7609,0,1200,1100,2,None,5779,5
uuid:2557bab7-7c65-424a-bc5a-33e453b489c9,0,1200,1100,2,None,5780,1
uuid:b79cddcb-8309-4664-80e3-9616e9045ed8,0,1200,1200,2,None,5781,12
uuid:ddcf048b-16e0-4082-9786-ccb6bc7f4c4a,0,1200,1100,2,None,5782,2.5
uuid:386c68bb-b830-487d-a70f-9024b2680708,10,1400,1200,1.5,None,5783,3
uuid:c6666af5-643a-4b3c-97ad-64e40332a75d,0,1300,1200,1.5,None,5784,6
uuid:d09ae3c5-402b-4795-9b80-d8c81760ddcb,0,1300,1200,1.5,None,5785,5
uuid:28f7c1a3-e0ad-4873-9061-5efe62c60823,0,1400,1200,1.5,None,5786,4
uuid:1326d6ce-1479-4c0a-bea9-ecfd19c0c647,0,1300,1200,1.5,None,5787,2
uuid:53fc3985-eaa4-4ca3-9ed3-bd9380849823,0,1300,1200,1.5,None,5788,4
uuid:6417d3ab-7e19-42f3-baa7-e3721712de24,10,1600,900,4,None,5789,4
uuid:38b7c983-70c8-4528-a76b-abc975461353,10,1500,800,4,None,5790,3
uuid:81578e9e-7c11-47f6-9541-1e51943282ab,10,1600,800,4,None,5791,8
uuid:83a0e9a9-00b1-4d52-a844-f55c3d96a497,5,1600,800,4,None,5792,4
uuid:6e56e6b3-906f-4bd6-a17f-fe06b99c67b1,20,1200,1050,1,VarietyReplacement IrrigationManagement,5793,3
uuid:95341c63-4ada-438a-bfa3-fbd3a402b004,30,1300,1100,1,NutrientManagement VarietyReplacement IrrigationManagement,5794,10
uuid:9fa41ac3-defa-4b50-b67c-9e1356afecb3,20,1300,1000,1,NutrientManagement,5795,1
uuid:4d70dcba-b767-4163-9048-90f8cb6fc9d1,40,1500,1400,10,None,5796,1
uuid:e2b1438a-cd5d-42ae-9648-cef9a354acfa,50,1600,1500,10,None,5797,3
uuid:9357b427-98ed-49a5-ac02-3c45d66ad227,50,1600,1400,10,None,5798,2
uuid:a48a7e16-6fb3-4f6a-974c-ad91ea495085,50,1600,1500,10,NutrientManagement,5799,2
uuid:aa017531-f55f-4a5c-b8fd-4545b37c7a96,30,1500,1100,10,None,5800,5
uuid:a43cfb03-ec10-4f5f-8791-697cc1d7e8bf,40,1800,1600,10,None,5801,5
uuid:e9b8ec62-1d71-430b-8085-676fb3a09275,30,1400,1200,10,None,5802,5
uuid:753c22e8-051e-40d9-bae9-5d42b77ccc7e,0,1900,1900,10,None,5803,4
uuid:c9de9bbf-de79-4c57-b024-832fcbb88439,0,2200,2200,10,None,5804,5
uuid:9de4a53a-bd43-4637-b88a-5af87e34c3d5,0,1900,1900,10,None,5805,6
uuid:631bbd7f-59ca-4db7-bacc-f4d0cb46283a,0,1900,1900,10,None,5806,6
uuid:ea7d6a5a-157a-41c0-9bc1-832858a10753,40,1500,1000,2,NutrientManagement WeedManagement,5807,8
uuid:71e34b39-6c6f-4aed-8d39-518840b3408b,50,1300,1100,2,NutrientManagement WeedManagement,5808,12
uuid:a132854b-367b-4436-a4e8-5ec4b14817ba,50,1300,1000,5,VarietyReplacement WeedManagement,5809,12
uuid:90f9550d-4366-4616-8415-16722a77cec0,60,1500,1200,5,None,5810,4
uuid:83e58b82-fd95-45f9-8c97-648af3026e5b,70,1600,1200,2,None,5811,12
uuid:e953b939-1f55-4566-83ea-4abaff5c1db3,80,1600,1200,2,None,5812,15
uuid:35e129f5-b4ce-4d57-8b4f-5b4522a75faf,70,1600,1200,2,CropEstablishment,5813,15
uuid:d999c18b-54aa-44dc-92c4-2cb9b7ce9894,40,1600,1200,2,VarietyReplacement,5814,20
uuid:abc89003-63a2-4e0d-b600-acc9928dd353,50,1600,1200,5,None,5815,10
uuid:9035e622-d35f-4ede-8230-de8748cf2127,70,1600,1000,2,None,5816,25
uuid:8b7d70af-98a5-4623-b8aa-d8a2fee579cd,60,1600,1200,5,None,5817,50
uuid:7f294781-32d8-4d12-9e89-dcf448d1b55b,70,1600,1200,2,None,5818,16
uuid:09f9c936-5f74-4bb3-9779-990be15ef4ab,40,1350,1250,1,None,5819,20
uuid:41baf59c-e43b-4fe4-814d-ed0194220c19,20,1750,1550,1,None,5820,15
uuid:95628f95-5dc7-4434-902a-4121faae2f84,20,1650,1550,2,None,5821,4
uuid:0fb61ffe-a079-45fa-8de8-ee3cadedcd4c,10,1450,1350,10,None,5822,5
uuid:35646c04-6ec5-47c4-b9a8-c95c5fd0d794,50,1300,1100,1,None,5823,5
uuid:0f5fa02f-9c1a-4de5-8da9-ed8914eb4b90,60,1700,1100,1,None,5824,24
uuid:041823dd-235b-4a1f-8409-1c0278ef241b,20,1300,1100,1,None,5825,4
uuid:028309dd-83c6-44ae-86a3-1be1c33f7723,30,1500,1100,1,None,5826,4
uuid:d3f339ea-f938-4cef-86e3-40c3d41c87e3,30,1700,1300,1,None,5827,6.5
uuid:26b931fa-54ef-417a-a649-89dbfdf00e9d,70,1500,1200,1,None,5828,120
uuid:dbc7f819-be94-48a1-922e-83a2a5f536ec,30,1300,1100,1,None,5829,4
uuid:12153097-3503-4a5d-b909-c6ab2892707b,30,1500,1200,1,None,5830,2
uuid:6d4d3136-1b61-42b7-895c-dfa0e9130fc1,20,1500,1100,1,None,5831,4
uuid:dd9d2fe8-2da7-44da-86d6-08f9054e8847,30,1500,1100,1,None,5832,10
uuid:b35af7cb-3653-47d6-b279-c37e10686c5f,30,1500,1300,2,None,5833,5
uuid:4767f719-713d-4c8e-8ba7-448e3ce46e8e,0,1400,1300,2,None,5834,5
uuid:585c7e81-c350-489f-a3bb-308d3a92b9d9,20,1450,1300,1,None,5835,8
uuid:787ccc81-32dc-4980-8219-0118fb875eeb,30,1450,1300,2,None,5836,25
uuid:b31d0b1c-91e3-4226-a28b-9c298a2b8161,60,1600,1400,5,None,5837,1
uuid:9974d7c7-28aa-46b8-8d91-9f888438e02a,50,1700,1400,5,None,5838,1
uuid:e01793a5-0b58-48c1-a6ad-0d7ebf26bbca,60,1700,1500,5,None,5839,1
uuid:21d3ebb0-fba6-4812-8adb-5cec37d48d39,30,1450,1300,3,None,5840,15
uuid:92bf953e-b767-47c6-a324-73cc22b64e7d,50,1700,1400,5,None,5841,1
uuid:952d3e95-9c55-4a0b-bdcb-9910ab2ee6b1,60,1700,1300,5,None,5842,0.5
uuid:ec5716d7-4221-4dad-a99f-d131926e8d49,60,1800,1400,5,None,5843,0.5
uuid:4a10a1cd-cb07-47d6-8c60-bc678116977f,20,1450,1200,4,None,5844,0.8
uuid:4271b353-99fb-4b00-ab90-ee199190aa3a,10,1380,1200,3,None,5845,0.5
uuid:c69ed8e5-84eb-4e12-9591-27f5a33cd29b,10,1400,1200,4,None,5846,0.2
uuid:1b68f95a-f4f2-4458-a658-12c71766557e,20,1450,1300,4,None,5847,0.6
uuid:17f4abde-ba36-4b05-8759-ce04496a0e56,20,1420,1300,4,None,5848,0.6
uuid:dc8c4604-23bc-4844-af18-c1b264f5be3a,10,1400,1200,4,None,5849,0.5
uuid:38cd24f7-a430-42e4-bea2-d4460843fd3b,20,1420,1310,4,None,5850,1
uuid:4cf9b88b-9758-47c0-a4fe-1e13ea66daaf,20,1400,1200,4,None,5851,0.8
uuid:9cd342d6-c166-424e-be83-9de1342a154e,20,1420,1200,3,None,5852,0.8
uuid:59254de4-fef7-4650-87a8-4c41711adbfc,20,1400,1200,3,None,5853,0.6
uuid:3d3079d6-073b-4672-a8da-6d18a2d75341,20,1400,1200,3,None,5854,0.8
uuid:7fa1cab6-6196-4ab4-983e-59698751d73e,20,1420,1200,3,None,5855,0.8
uuid:1d9249d1-1f0c-4e8b-88ac-95ee4d2078c6,10,1400,1210,4,None,5856,0.2
uuid:5d37706a-098b-4c17-98d1-d42ab12eaf94,20,1400,1210,3,None,5857,0.5
uuid:8ce68ae9-9faa-4d44-a9b1-c0abf1108134,20,1410,1200,4,None,5858,0.6
uuid:3230e41b-efaa-4c72-a972-ff028dd198e4,30,1440,1300,2,None,5859,1
uuid:98f7a4c8-33e9-4c2e-be0a-57456970d251,10,1430,1200,2,None,5860,0.8
uuid:767d7eff-62ad-43d0-b32a-f9df648e81e0,20,1420,1280,3,None,5861,0.5
uuid:d626bb0e-7d3b-4916-924e-4310554e0b98,20,1430,1300,3,None,5862,0.8
uuid:34922426-6eda-46e4-9e5d-779a172138fd,10,1400,1300,3,None,5863,0.2
uuid:ad82e7b5-2705-481d-8fe2-131067e71d25,10,1420,1280,3,None,5864,0.5
uuid:2b1e0815-e681-4b4e-baf8-95cba950f90a,20,1420,1300,3,None,5865,0.6
uuid:85437a94-3c54-4ab7-9688-253a69cb3129,50,1300,1000,3,None,5866,4
uuid:47c1a484-6161-4e8f-a6d1-d232eb593e04,50,1500,1350,2,WeedManagement,5867,4
uuid:312574bc-9000-4ecc-bc16-9fc8153412bd,30,1400,1200,4,None,5868,4
uuid:6915107f-eff8-4bdb-9495-e569cfd58d96,40,1500,1350,2,None,5869,4.5
uuid:b7e6f9b8-5b3b-455e-844e-d5e08222acbd,40,1400,1100,3,None,5870,8
uuid:942efeb7-b63b-4b6b-a102-7272a2d307c8,30,1500,1200,3,None,5871,6
uuid:c4c8a7ce-0342-45b6-9368-0b3a59fb3aa0,30,1500,1200,4,None,5872,4
uuid:e8cf598d-aa74-4bfe-8c06-d420c1f1e12e,5,1500,1200,3,None,5873,2
uuid:ca44abc4-69e7-4d61-abcd-29b0e90a8a00,20,1300,1000,2,None,5874,4
uuid:0c516d49-2103-4c8d-a5d0-3e2b54b3309b,30,1400,1100,4,None,5875,2
uuid:b4b1a679-6ded-4085-aab4-db240d5ccc1a,40,1400,1100,3,None,5876,20
uuid:3455a112-e427-4e01-aa86-e604c83fe7ac,50,1500,1200,2,None,5877,5
uuid:e1eceb23-9ba5-47c6-9a17-7c3d0d75d334,5,1300,1250,2,None,5878,3.5
uuid:d75b78c9-95fa-417b-9597-ae69ca216b09,40,1500,1250,2,None,5879,18
uuid:5d9cc788-2c62-42c4-b6d8-e9789cd9ea27,30,1350,1200,1,None,5880,8
uuid:43479184-757a-4db1-917a-54549fc86e6f,50,1500,1400,2,None,5881,10
uuid:286b9855-363d-4ac0-8aa7-d0e0396bc856,40,1500,1400,2,None,5882,11
uuid:80470671-6f76-4975-bea3-94abba021299,60,1400,1300,2,WeedManagement,5883,7
uuid:1f34e46e-82c5-4c4e-bffa-d8d311c9ab55,40,1500,1200,2,VarietyReplacement,5884,10
uuid:83f196a4-09a5-4961-8170-20ed3f4adfcd,40,1500,1300,2,VarietyReplacement WeedManagement,5885,10
uuid:6c9221e6-7481-4907-a208-a1df30a85970,40,1500,1300,2,VarietyReplacement,5886,8
uuid:9a7fdd9c-17f2-47a5-b82a-ef9b63781613,0,1400,1200,4,None,5887,9
uuid:56381426-6eb8-4134-a7fb-e97f0583ac82,40,1500,1200,4,None,5888,5
uuid:bd33ee89-1966-437e-91f7-3187ab0c3510,0,1800,1200,4,None,5889,5
uuid:bd0f2422-382a-4fa3-a08f-287d5b32bd80,40,1400,1200,4,None,5890,12
uuid:ed6bf7c4-344f-4261-b304-af3b96a27824,40,1300,1200,4,None,5891,20
uuid:13b3c956-a7ba-445c-b60d-7a268888d0e8,40,1200,1300,3,VarietyReplacement,5892,8
uuid:7467b9f6-f84a-4c49-aa02-0dd2f4f5c8b0,0,1300,1200,3,VarietyReplacement,5893,2
uuid:06db958c-967d-4e7a-9111-50aed9dda4ec,0,1300,1200,3,None,5894,1
uuid:82b73bfd-7af8-401b-9f47-3883e75795b0,0,1300,1200,3,None,5895,5
uuid:985f9070-1a6c-4dbc-b3e3-41fc5b6cf2b1,30,1300,1200,3,None,5896,3
uuid:3ce669a9-3964-496c-baba-174097428961,0,1200,1200,3,VarietyReplacement,5897,1.5
uuid:752550ba-14a9-4035-85f7-0dd02b98240c,40,1300,1200,4,None,5898,3
uuid:f1de52af-95e1-486e-adeb-3b13b6d80910,0,1400,1300,4,None,5899,7
uuid:cdf7ba5b-04bb-4384-a381-a1bad8194d45,0,1200,1200,0.5,None,5900,2
uuid:1dde5bd9-cd58-490c-bdb5-58b02ddb7977,0,1300,1200,0.5,None,5901,6
uuid:8facf6ea-1a8e-4e7a-b90b-f579d0b82a98,0,1200,1200,3,None,5902,7
uuid:5ee25088-f9ef-4736-b263-5c00cb0a8abd,0,1200,1200,3,None,5903,8
